Fiscal Year,State Name,County,Congressional District,Program Area,Program,Zip Code,Persistent Poverty Community Status,Borrower Name,Project Name,Investment Type,City,Lender Name,Funding Code,NAICS Industry Sector,County FIPS,NAICS National Industry Code,NAICS National Industry,Portfolio Type,Project Announced Description,Investment Dollars,Number of Investments,State Abbr,Award Type,Has Description
2020,Tennessee,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Mountain States Health Alliance,TN0723-D,Grant Funds,,Not Applicable,TELEMEDICINE- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will help fund a ""School-Based Telemedicine Virtual Health Clinic"" that will improve the availability of healthcare to under-served children across eight counties in Tennessee and Virginia. Quality healthcare is provided right in the school setting without the need for transportation by parents/guardians. The program improves access to acute sick care for school children and faculty, and removes transportation as an obstacle to care.",161465,1,TN,DL + TM,Yes
2020,Tennessee,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Tipton County School District,TN0762-A,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will help the Tipton County School District deploy an interactive distance learning network to students living in Tipton County. The network will allow real-time connection to teachers, special educators, counselors, remote classrooms, post-secondary institutions, as well as educational and cultural venues offering virtual field trip opportunities.",960561,1,TN,DL + TM,Yes
2020,Texas,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,"Education Service Center, Region 17",TX0750-C,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will allow Region 17 Education Service Center to help participating school districts address access issues for both distance learning and telemedicine applications. Providing support for both areas has been identified as necessary to enrich the educational resources available to school populations in rural areas within Region 17. The project will increase e-Connectivity for rural students, support a rural workforce, and improve quality of life through telemedicine services, and provide support for treatment for general health and behavioral health areas.",997348,1,TX,DL + TM,Yes
2020,Texas,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Navarro College,TX0760-A,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"The Rural Development investment will involve three strategies to improve distance learning for the residents in rural communities located in five counties. Strategies include implementing video conferencing for dual credit students at rural high schools, establishing the Navarro College Mexia Campus as a hub for rural students to participate in distance learning programs, and installing a laptop kiosk at the Mexia State Supported Living Center to increase access for employees of the facility to Navarro College courses and programs.",122194,1,TX,DL + TM,Yes
2020,U.S. Virgin Islands,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Persistent Poverty Community,Virgin Islands Department of Education,VI0705-B,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will expand access to vital resources for end user schools who were hard hit and have not yet fully recovered from recent hurricanes. This project will provide course work and services accessible through distance learning technology. It will equip elementary and primary schools to ensure all students will have access to the same quality instruction, Science, Technology, Engineering & Math (STEM) course work. It will also serve to increase opportunity and professional development for teachers and faculty. Through this project, students will be able to share the limited number of STEM qualified teachers, ensuring they are better prepared for academic success.",639260,1,VI,DL + TM,Yes
2020,Vermont,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Northern Vermont University,VT0718-A,Grant Funds,,Not Applicable,DLT GRANTS - SUBSTANCE USE DISORDER - EDUCATIONAL,Utilities,Not Available,,Not Available,Commercial,Detailed Project Description Not Available,464205,1,VT,DL + TM,No
2020,Virginia,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Carilion Medical Center,VA0710-C,Grant Funds,,Not Applicable,TELEMEDICINE- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will increase patient access to high-quality primary and specialty care services in 14 counties and six independent cities located in western Virginia through the expansion and optimization of an existing telemedicine network. Project equipment will include telemedicine carts (for the provision of teleneurology), peripherals to facilitate physical examinations of patients by transmitting audio visual information to remote physicians (for use in the proposed virtual care centers) and portable examination and vital sign devices.",947983,1,VA,DL + TM,Yes
2020,Virginia,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,"Retina and Vitreous Center, P.C.",VA0724-A,Grant Funds,,Not Applicable,TELEMEDICINE- GRANT,Utilities,Not Available,,Not Available,Commercial,"The Rural Development investment will purchase telehealth equipment required to provide diagnostic and treatment services to patients with diabetic retinopathy, macular degeneration, eye tumors and ocular oncology, among other specialties. The system in each clinic will include live interactive videoconferencing hardware and software, a digital stethoscope, a specialized hand-held exam and diagnostics camera, and a variety of lens options. Images, data, and content would be presented during a live, interactive connection with a specialist supporting the clinician and patient at the remote location.",665961,1,VA,DL + TM,Yes
2020,Virginia,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Persistent Poverty Community,Lee County Public Schools,VA0725-A,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to connect students and teachers at elementary, middle, and high schools to each other and to the Lee County Central Office and Career and Technical Center. The goals are to provide Science Technology Engineering and Math (STEM) courses and resources such as robotics competitions and meetups with in-the-field STEM professionals, provide students in alternative education programs the opportunity to attend their classes in real time, enable teachers to access quality professional development synchronously without incurring travel and time costs, and provide access for students as well as for the area community to tele counseling services and preventative substance abuse education. In addition, partnerships with local town councils and the Board of Supervisors will create opportunities to utilize the project equipment, consisting of interactive video conferencing technology, for local community meetings and forums. The project will benefit a total of 4,590 people and includes Jonesville, Va. which is in an Opportunity Zone.",752857,1,VA,DL + TM,Yes
2020,Washington,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,University of Washington,WA0733-B,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,This Rural Development investment will allow the University of Washingtons School of Dentistry to install interactive video conferencing equipment at rural clinical sites in six Washington State counties and five Montana counties. This Science Technology Engineering and Math (STEM)-focused project will aid in the clinical education of the dentistry students in addition to facilitating the provision of dental services to a rural population.,990686,1,WA,DL + TM,Yes
2020,Wisconsin,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Cooperative Ed. Service Agency 10,WI0704-G,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,This Rural Development investment will enable Cooperative Educational Service Agency 10 to implement a distance learning technology upgrade. The Achieving Wisconsin Equity Project will allow for cloud-based bridging and provide videoconferencing endpoints at 39 school districts in 14 counties in west central Wisconsin. Expanding schools capabilities will provide the resources to help overcome disparities experienced by these rural school districts.,864812,1,WI,DL + TM,Yes
2020,Wisconsin,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,St. Vincent Hospital of the Hosp Sisters,WI0737-A,Grant Funds,,Not Applicable,DLT OPIOID GRANTS,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will address the problems of rural health professional shortages, particularly opioid and substance use disorder (OUD/SUD) clinicians and behavioral health specialists, lack of patient access to acute hospital (critical and emergency department) and non-acute (outpatient clinic) care. The 13 hub/end user sites will provide emergency and treatment services for opioid/substance use disorders across 10 counties in western and eastern Wisconsin and two counties in the Upper Peninsula of Michigan.",979642,1,WI,DL + TM,Yes
2019,Alabama,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Sttillman College,AL0748-A,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"The Rural Development investment will be used to help Stillman College of Alabama implement a distance learning project that will partner with the Alabama State Department of Education. Classes will be offered to students in Sumter, Green and Hale counties. The project will include videoconferencing, cameras, displays, and audio systems benefiting an estimated 764 students.",478962,1,AL,DL + TM,Yes
2019,Alabama,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,The Alabama Department of Mental Health,AL0745-A,Grant Funds,,Not Applicable,DLT OPIOID GRANTS,Utilities,Not Available,,Not Available,Commercial,"The Rural Development investment will assist the Alabama Department of Mental Health implement a new Telehealth Project addressing Substance Use Disorder while addressing mental health issues. Project will install interactive telehealth equipment at 10 locations located in Franklin, Jefferson, Marion, Montgomery and Walker counties in Alabama. Rural Developments investments aid with prevention, treatment and recovery through funding telecommunication-enabled equipment and other advanced technologies for students, teachers, medical professionals and rural residents. This project increases rural access to limited health care treatment and services reducing costs, travel, incarceration and drug-related emergencies potentially assisting over 48,000 residents.",125860,1,AL,DL + TM,Yes
2019,Alabama,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Trenholm State Community Coll,AL0746-A,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"The Rural Development investment will be used to help Alabamas Trenholm State Community College in Montgomery implement a distance learning program to connect to six public high schools to the college. The rural population to be served by this project is 21,000.",439486,1,AL,DL + TM,Yes
2019,Alabama,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,University of Alabama at Birmingham,AL0744-B,Grant Funds,,Not Applicable,TELEMEDICINE- GRANT,Utilities,Not Available,,Not Available,Commercial,"The Rural Development investment will be used to enable the University of Alabama at Birmingham (UAB) implement an eMedicine Telehealth Outreach project. Four hospitals will be served along with clinics in the Marion, Pickens, Sumter and Winston county health departments. The rural population served by this project is 174,831.",78015,1,AL,DL + TM,Yes
2019,Alabama,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,University of Alabama at Birmingham,AL0744-C,Grant Funds,,Not Applicable,TELEMEDICINE- GRANT,Utilities,Not Available,,Not Available,Commercial,"The Rural Development investment will be used to enable the University of Alabama at Birmingham (UAB) to implement an eMedicine Telehealth Outreach project. Three hospitals will be served benefiting 159,000 rural residents.",22425,1,AL,DL + TM,Yes
2019,Alabama,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Persistent Poverty Community,Pike County Board of Education,AL0747-A,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to help the Pike County Board of Education replace and upgrade distance learning equipment. Equipment will be deployed to 12 locations in Coffee, Fayette, Lamar and Pike counties in Alabama. An estimated 5,316 students will be served.",284359,1,AL,DL + TM,Yes
2019,Alaska,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Hydaburg School District,AK0745-B,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to help the Hydaburg City School District in Southeast Alaska create a distance learning network to link schools on three islands to central offices and facilities in Anchorage. Video conferencing equipment will be installed at each location to provide new educational opportunities and teacher training. Almost 5,000 Alaskans will benefit.",373996,1,AK,DL + TM,Yes
2019,Alaska,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Persistent Poverty Community,Yukon Flats School District,AK0753-A,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"The Rural Development investment will be used to assist Yukon Flats School District implement a distance learning project that will use utilizes IPads and Interactive Video Conferencing equipment to provide the opportunity for each student to receive instruction appropriate for his age and grade level. The project will place heavy emphasis on science technology engineering and mathematics related courses and activities. It has also placed emphasis on the training of teachers in preventative mental health strategies using Zoom to deliver comprehensive, sustained training in their important aspect of the classroom. This project located in the Yukon-Koyukuk Burrough of Alaska will serve 1,158 rural residents at six sites.",371658,1,AK,DL + TM,Yes
2019,Arkansas,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Carroll County Resource Council & Preven,AR0743-A,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development will allow the Carroll County Resource Council to install interactive distance learning equipment in Eureka Springs, Arkansas. This investment will leverage skilled resources from four sites in three states. Skilled job training will be provided to approximately 2,100 students, via two classrooms at the former Eureka Springs High School.",61498,1,AR,DL + TM,Yes
2019,Arkansas,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Conway Regional Medical Center,AR0744-A,Grant Funds,,Not Applicable,TELEMEDICINE- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will allow Conway Regional Medical Center, Inc., in partnership with four other medical facilities, to deliver interactive telemedicine specialty care to approximately 5,000 patients residing in and around the rural Dardanelle, Arkansas area. This investment will allow interactive medical services from the Conway Regional Medical Center locations and partner facilities to deliver primary care via the funded technology to Yell County residents that use the Dardanelle Hospital to receive medical care. Many residents in this medically underserved rural area experience poor health in higher numbers versus the national average.",67375,1,AR,DL + TM,Yes
2019,California,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Landon Pediatric Foundation,CA0743-C,Grant Funds,,Not Applicable,DLT OPIOID GRANTS,Utilities,Not Available,,Not Available,Commercial,"The Rural Development investment will assist Landon Pediatric Foundation implement the Pacific Telemedicine Network American Samoa Opioid Use Disorder Treatment Program. Project will expand telemedicine network at 11 locations in the territory of American Samoa linked to hub-site in Ventura, California. Rural Developments investments aid with prevention, treatment and recovery through funding telecommunication-enabled equipment and other advanced technologies for students, teachers, medical professionals and rural residents. This project utilizes telemedicine equipment for telepathology and tele-dentistry and training programs potentially benefiting the 55,533 residents.",16497,1,CA,DL + TM,Yes
2019,Colorado,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Fremont County Economic Development Corp,CO0728-A,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will enable the Fremont County Economic Development Corporation to implement a distance learning STEM (Science, Technology, Engineering and Math) educational program. The project will directly link the Florence Primary Site; FEDC TechSTART; Pueblo Community College Fremont Campus; Canon City, Florence, Cotopaxi, Custer County and Cotopaxi high schools; Goal Academy and AIM Academy. Through video conferencing, training will be provided to a variety of business owners and employees. The project serves a population of 24,311.",155635,1,CO,DL + TM,Yes
2019,Connecticut,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,"United Services, Inc.",CT0701-A,Grant Funds,,Not Applicable,DLT OPIOID GRANTS,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will enable United Services, Inc. to connect 11 program locations and four community partners with telecommunications equipment. The project will link Connecticut clinical centers, domestic violence shelters, young adult service program locations, an adult social and vocational rehabilitation program location and supported housing facilities, as well as connect four community partners. Windham and Tolland counties will benefit, and 177,094 rural residents will be served.",199285,1,CT,DL + TM,Yes
2019,Florida,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Levy County School District,FL0717-A,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will enable Floridas Levy County School District to create a Distance Learning network The hub will be at Chiefland, serving six locations throughout the county. The emphasis will be on providing STEM (Science, Technology, Engineering & Math) classes. An estimated 7,330 students will be served by the project.",243698,1,FL,DL + TM,Yes
2019,Florida,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,"PanCare of Florida, Inc.",FL0713-B,Grant Funds,,Not Applicable,DLT OPIOID GRANTS,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will enable PanCare of Florida to provide primary care, behavioral health and opioid counseling for children and youth. Interactive video equipment will be installed at twenty sites in seven Florida counties. This project increases health system access to over 5,170 students.",173779,1,FL,DL + TM,Yes
2019,Florida,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Persistent Poverty Community,County of Madison Madison County School,FL0716-A,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,Detailed Project Description Not Available,92178,1,FL,DL + TM,No
2019,Georgia,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Augusta University,GA0732-A,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to help Augusta University provide ultrasound equipment for educational and diagnostic disease screening. An estimated 2,600 patient-encounters are expected during the three-year grant period, with a parallel benefit to approximately 220 medical school students participating in the project through the university medical school. This project will include 28 sites across 21 Georgia counties.",165502,1,GA,DL + TM,Yes
2019,Georgia,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Georgia Department of Juvenile Justice,GA0733-A,Grant Funds,,Not Applicable,DLT OPIOID GRANTS,Utilities,Not Available,,Not Available,Commercial,Detailed Project Description Not Available,324319,1,GA,DL + TM,No
2019,Georgia,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Georgia Department of Labor,GA0734-A,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will enable the Georgia Department of Labor to implement a Distance Learning program to provide training to customers and staff. The project will serve 51,525 residents in eight rural counties.",205580,1,GA,DL + TM,Yes
2019,Georgia,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,The Corporation of Mercer University,GA0736-A,Grant Funds,,Not Applicable,DLT OPIOID GRANTS,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will enable the Corporation of Mercer University of Georgia to undertake a telemedicine project that is focused on behavioral health. Ten project sites in eight counties will be linked to a high-definition telehealth and remote monitoring program that will provide behavioral and mental health care services. Communities will benefit in the counties of Johnson, Washington, Telfair, Warren, Hancock, Sumter and Clay in Georgia with the hub located in Bibb County. Services will be available to 20,606 rural residents.",120525,1,GA,DL + TM,Yes
2019,Georgia,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Persistent Poverty Community,Oconee Fall Line Technical College,GA0735-A,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will enable the Oconee Fall Line Technical College (OFTC) to equip classrooms with learning equipment which will allow teachers to provide classes in science, technology, engineering and mathematics (STEM). Distance learning equipment will be placed at five locations in Jefferson, Laurens, Telfair and Washington counties in Georgia. An estimated 366 residents will benefit.",91870,1,GA,DL + TM,Yes
2019,Idaho,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,"St. Luke's McCall, Ltd.",ID0716-A,Grant Funds,,Not Applicable,DLT OPIOID GRANTS,Utilities,Not Available,,Not Available,Commercial,Detailed Project Description Not Available,58260,1,ID,DL + TM,No
2019,Illinois,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,"Arukah Institute of Healing, Inc. (NFP)",IL0726-A,Grant Funds,,Not Applicable,DLT OPIOID GRANTS,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will allow Arukah Institute of Healing, Inc., a 20-clinician group, to provide counseling and mental health services from a hub to a four county area. The hub site has four clinicians designated to provide telehealth services to remote, rural areas. The project will help the Arukah Institute treat longstanding behavioral health issues and opioid/substance use disorders in four northcentral Illinois counties.",85736,1,IL,DL + TM,Yes
2019,Illinois,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Jersey Community Hospital District,IL0715-C,Grant Funds,,Not Applicable,DLT OPIOID GRANTS,Utilities,Not Available,,Not Available,Commercial,This Rural Development investment will enable the Jersey Community Hospital District to purchase and install telemedicine equipment to improve medical services in Jersey and Greene counties.,249276,1,IL,DL + TM,Yes
2019,Illinois,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Lake Land College,IL0727-A,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will enable Lake Land College to create a Distance Learning network linking the college to five rural high schools. The college will be the hub and will connect with schools in Shelby, Coles and Fayette Counties, in Illinois. The college will deliver General Education Core Curriculum dual core courses to students. The project will serve over 22,000.",222376,1,IL,DL + TM,Yes
2019,Illinois,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,McLean County Unit District No. 5,IL0728-A,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"The Rural Development investment will enable the McClean County CUST 5 School District to create an interactive Distance Learning network. Additional educational opportunities will be made available to students in six school districts in central Illinois. The schools will be connected through the distance learning network and advanced placement courses will be offered, as well as dual enrollment courses that will allow high school students to earn college credits. Over17,000 students in the participating schools will benefit.",270955,1,IL,DL + TM,Yes
2019,Illinois,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Persistent Poverty Community,"Community Health & Emergency Services, I",IL0707-B,Grant Funds,,Not Applicable,DLT OPIOID GRANTS,Utilities,Not Available,,Not Available,Commercial,Detailed Project Description Not Available,128881,1,IL,DL + TM,No
2019,Indiana,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,"Indiana University Health, Inc.",IN0716-A,Grant Funds,,Not Applicable,DLT OPIOID GRANTS,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will assist Indiana University Health Inc. to purchase and install telemedicine equipment at six primary care offices and seven critical access hospitals in Blackford, Clinton, Jay, Lawrence, Orange, and White counties. The telemedicine system will deliver opioid treatment/substance abuse and behavioral health services in rural Indiana to address the shortage of behavioral healthcare in rural areas. The project has the potential to assist up to 21,000 patients.",184239,1,IN,DL + TM,Yes
2019,Kansas,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Dodge City,KS0732-A,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development (RD) investment will be used to provide Science, Technology, Engineering and Mathematics (STEM) courses through distance learning, across seven rural counties, and six rural communities in Kansas. This investment is designed to improve access to education for students in Southwest Kansas. The project will provide interactive two-way distance learning equipment and audio and video equipment necessary for distance learning. Over 2,000 students will benefit from this project in the first year.",103400,1,KS,DL + TM,Yes
2019,Kansas,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Persistent Poverty Community,Kansas State University,KS0708-B,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"The Rural Development investment will be used to help Kansas State University create a distance learning network. The project will provide enhanced educational opportunities, and STEM education (Science, Technology, Engineering & Math) will be emphasized. The project is expected to serve a student population of 2,460, and 37,964 residents in rural Kansas.",146014,1,KS,DL + TM,Yes
2019,Kansas,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Persistent Poverty Community,"Pawnee Mental Health Services, Inc.",KS0734-A,Grant Funds,,Not Applicable,DLT OPIOID GRANTS,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will be used to help Pawnee Mental Health Services install teleconferencing equipment to be used to provide psychotherapy, psychiatric medication management and parenting classes to local residents. Equipment will be placed at sites in Geary, Jewell, Mitchell, Riley and Washington counties in Kansas. Over 14,000 residents will be served.",493736,1,KS,DL + TM,Yes
2019,Kentucky,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Kentucky Community & Technical College,KY0739-A,Grant Funds,,Not Applicable,DISTANCE LEARNING- GRANT,Utilities,Not Available,,Not Available,Commercial,"The Rural Development investment will allow the Kentucky Community and Technical College System to purchase and install Distance Learning equipment. A network will link sites in Barren, Daviess, Hardin and Warren Counties in Kentucky, and six sites in Pulaski, Laurel, Russell, McCreary, Clinton and Casey Counties. Somerset Community College will partner with Kentucky colleges and universities to provide enhanced STEM (Science, Technology, Engineering and Math) education to students. An estimated 45,650 residents in six counties will benefit.",123550,1,KY,DL + TM,Yes
2019,Kentucky,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,"Owensboro Health, Inc.",KY0741-A,Grant Funds,,Not Applicable,TELEMEDICINE- GRANT,Utilities,Not Available,,Not Available,Commercial,"The Rural Development investment will enable Owensboro Health to install telemedicine equipment at ten sites in Hopkins, McLean, Muhlenberg, and Ohio county in Kentucky plus Perry County Indiana. The project includes installation of 22 telecommunications units at the user sites. This project provides health care resources to a population of 35,703 including an estimated 1,978 patients.",460820,1,KY,DL + TM,Yes
2019,Kentucky,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Persistent Poverty Community,"Pikeville Medical Center, Inc.",KY0742-A,Grant Funds,,Not Applicable,TELEMEDICINE- GRANT,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will enable the Pikeville Medical Center to install a telehealth platform to provide needed health care services to target communities. Federal funds will be used to equip ten public schools with mobile telehealth carts, exam cameras and equipment which will connect to the center. This project increases rural access to health care and will benefit a population estimated at 476,087.",158622,1,KY,DL + TM,Yes
2019,Louisiana,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,Access Health Louisiana,LA0734-B,Grant Funds,,Not Applicable,DLT OPIOID GRANTS,Utilities,Not Available,,Not Available,Commercial,"This Rural Development investment will enable Access Health Louisiana, to improve and expand a telecommunications system including both distance learning education and telemedicine services. The project will focus on opioid treatment at Access Health Louisianas rural Community Health Center, School Based Health Center and public sites to provide expanded primary care and behavioral health access to low-income patients. This project will benefit approximately 17,000 rural residents in six counties.",159035,1,LA,DL + TM,Yes
2019,Louisiana,Not Available,Multiple/Unknown Districts,Telecommunications Programs,Distance Learning and Telemedicine (TELE),,Not Persistent Poverty Community,"Med-Express Ambulance Service, Inc.",LA0736-A,Grant Funds,,Not Applicable,TELEMEDICINE- GRANT,Utilities,Not Available,,Not Available,Commercial,"The Rural Development investment will enable Med Express Ambulance Service to provide telemedicine services to hospitals and ambulances in five Parishes in Louisiana. Interactive video conferencing equipment will be placed in the participating hospitals and ambulances. The project will serve 8,000 residents annually.",44268,1,LA,DL + TM,Yes
